cites,name,title,year
13,Foster Provost,Explaining documents’ classifications,2011
13,Foster Provost,"System, process and software arrangement for assisting with a knowledge discovery process",2007
12,Foster Provost,Guided feature labeling for budget-sensitive learning under extreme class imbalance,2010
12,Foster Provost,Telecommunications network diagnosis,2008
12,Foster Provost,Simple models and classification in networked data,2004
9,Foster Provost,Scalable supervised dimensionality reduction using clustering,2013
9,Foster Provost,Comment-Statistical Fraud Detection: A Review,2002
9,Foster Provost,Information triage using prospective criteria,2001
8,Foster Provost,A benchmarking study of classification techniques for behavioral data,2020
8,Foster Provost,Counterfactual explanation algorithms for behavioral and textual data,2019
8,Foster Provost,"Methods, systems, and media for providing direct and hybrid data acquisition approaches",2011
8,Foster Provost,"Systems, methods, and media for rating websites for safe advertising",2011
8,Foster Provost,Inductive Strengthening: The effects of a simple heuristic for restricting hypothesis space search,1992
7,Foster Provost,"Methods, systems, and media for identifying errors in predictive models using annotators",2016
7,Foster Provost,Hyperlocal: inferring location of ip addresses in real-time bid requests for mobile ads,2013
7,Foster Provost,Data science for business,2011
7,Foster Provost,"Problem Definition, Data Cleaning, and Evaluation: A Classi er Learning Case Study",1999
6,Foster Provost,Matrix-Factorization-Based Dimensionality Reduction in the Predictive Modeling Process: A Design Science Perspective,2016
6,Foster Provost,Explaining classification models built on high-dimensional sparse data,2016
6,Foster Provost,A report on the human computation workshop (HComp 2009),2010
6,Foster Provost,Predictive modeling with social networks,2009
5,Foster Provost,System and method for estimating audience interest,2020
5,Foster Provost,Explaining data-driven decisions made by ai systems: The counterfactual approach,2020
5,Foster Provost,"Deep learning on big, sparse, behavioral data",2019
5,Foster Provost,"Privacy-sensitive methods, systems, and media for geo-social targeting",2018
5,Foster Provost,Data Science für Unternehmen: Data Mining und datenanalytisches Denken praktisch anwenden,2017
5,Foster Provost,Geo-social targeting for privacy-friendly mobile advertising: Position paper,2011
5,Foster Provost,Viral marketing: Identifying likely adopters via consumer networks,2005
5,Foster Provost,Progressive sampling,2001
4,Foster Provost,Counterfactual Explanations for Data-Driven Decisions,2019
4,Foster Provost,Data-driven investment strategies for peer-to-peer lending: A case study for teaching data science,2018
4,Foster Provost,"Methods, systems, and media for determining location information from real-time bid requests",2015
4,Foster Provost,"Pleasing the advertising oracle: Probabilistic prediction from sampled, aggregated ground truth",2014
4,Foster Provost,Using Co-Visitation Networks For Classifying Non-Intentional Traffic,2013
4,Foster Provost,Leveraging relational representations for causal discovery,2012
4,Foster Provost,Active inference and learning for classifying streams,2010
4,Foster Provost,ROC Confidence Bands: An Empirical Study,2005
4,Foster Provost,Active learning for decision making,2004
4,Foster Provost,[Statistical Fraud Detection: A Review]: Comment,2002
3,Foster Provost,Data Science para Negócios: O que você precisa saber sobre mineração de dados e pensamento analítico de dados,2018
3,Foster Provost,Wallenius Bayes,2018
3,Foster Provost,A Similarity Normal Clustering Labelling Algorithm for Clustering Network Intrusion Detection,2014
3,Foster Provost,Predicting citation rates for physics papers: constructing features for an ordered probit model,2003
3,Foster Provost,Intelligent Assistance for the Data Mining Process:...,2002
3,Foster Provost,Tree induction vs logistic regression,2002
3,Foster Provost,A study of complications in real-world machine learning,1996
3,Foster Provost,ClimBS: searching the bias space,1992
3,Foster Provost,E cient progressive sampling,
2,Foster Provost,Unsupervised dimensionality reduction versus supervised regularization for classification from sparse data,2019
2,Foster Provost,An exploratory study towards applying and demystifying deep learning classification on behavioral big data,2018
2,Foster Provost,Who's Watching TV?,2016
2,Foster Provost,"Dimensionality Reduction via Matrix Factorization for Predictive Modeling from Large, Sparse Behavioral Data",2015
2,Foster Provost,Finding Mobile Consumers with a Privacy-Friendly Geo-Similarity Network,2015
2,Foster Provost,Wallenius Naive Bayes,2013
2,Foster Provost,Machine learning for targeted display advertising: Transfer learning in action,2013
2,Foster Provost,Finding similar users with a privacy-friendly geo-social design,2013
2,Foster Provost,Toward optimal allocation of human resources for active learning with application to safe on-line advertising,2009
2,Foster Provost,A simple relational classifier,2008
2,Foster Provost,Modeling Complex Networks For (Electronic) Commerce,2007
2,Foster Provost,Variance-based active learning,2000
2,Foster Provost,A real-time expert system for trigger-logic monitoring,1990
2,Foster Provost,Geo-Social Network Targeting for Privacy-friendly Mobile Advertising,
1,Foster Provost,"Privacy-sensitive methods, systems, and media for geo-social targeting",2019
1,Foster Provost,Detecting employee misconduct and malfeasance,2018
1,Foster Provost,"Apparatus, method and computer-accessible medium for explaining classifications of documents",2017
1,Foster Provost,"System, method and computer-accessible medium for predicting private traits from digital indicators",2017
1,Foster Provost,What Managers Need to Know About Big Data: An Interview with Foster Provost Foster Provost talks with Jim Euchner about the accelerating growth of big data and how to profit …,2017
1,Foster Provost,"System, method and computer-accessible medium for predicting user demographics of online items",2016
1,Foster Provost,Iteratively refining SVMs using priors,2015
1,Foster Provost,"Authors' Response to Gong's,“Comment on Data Science and its Relationship to Big Data and Data-Driven Decision Making”",2014
1,Foster Provost,Toward optimal allocation of human resources for active learning with application to safe advertising,2009
1,Foster Provost,Get Another Label? Improving Data Quality and Data Mining,2008
1,Foster Provost,Handling Missing Values when Applying Classification Models,2007
1,Foster Provost,Data Mining and Knowledge Discovery-Toward Intelligent Assistance for a Data Mining Process: An Ontology-Based Approach for Cost-Sensitive Classification,2005
1,Foster Provost,Towards Intelligent Assistance for a Data Mining Process:-,2005
1,Foster Provost,Knowledge discovery using concept-class taxonomies,2004
1,Foster Provost,Active sampling for class probability estimation and ranking,2004
1,Foster Provost,The Relational Vector-space Model,2003
1,Foster Provost,Aggregation and concept complexity in relational learning,2003
1,Foster Provost,Data mining tasks and methods: scalability,2002
1,Foster Provost,Combining Data Mining and Machine Learning for E ective User Profiling,
3192,Yevgeniy Dodis,Fuzzy extractors: How to generate strong keys from biometrics and other noisy data,2008
694,Yevgeniy Dodis,On the security of joint signature and encryption,2002
577,Yevgeniy Dodis,Merkle-Damgård revisited: How to construct a hash function,2005
495,Yevgeniy Dodis,Key-insulated public key cryptosystems,2002
475,Yevgeniy Dodis,Proofs of retrievability via hardness amplification,2009
397,Yevgeniy Dodis,A verifiable random function with short proofs and keys,2005
372,Yevgeniy Dodis,Proxy cryptography revisited,2003
370,Yevgeniy Dodis,Public key broadcast encryption for stateless receivers,2002
316,Yevgeniy Dodis,Leakage-resilient public-key cryptography in the bounded-retrieval model,2009
300,Yevgeniy Dodis,Strong key-insulated signature schemes,2003
297,Yevgeniy Dodis,Universally composable security with global setup,2007
285,Yevgeniy Dodis,Secure remote authentication using biometric data,2005
277,Yevgeniy Dodis,Detection of algebraic manipulation with applications to robust secret sharing and fuzzy extractors,2008
277,Yevgeniy Dodis,Pricing network edges for heterogeneous selfish users,2003
276,Yevgeniy Dodis,Anonymous Identification in Ad Hoc Groups,2004
258,Yevgeniy Dodis,Robust fuzzy extractors and authenticated key agreement from close secrets,2012
242,Yevgeniy Dodis,Cryptography against continuous memory attacks,2010
228,Yevgeniy Dodis,On cryptography with auxiliary input,2009
226,Yevgeniy Dodis,How much can taxes help selfish routing?,2006
223,Yevgeniy Dodis,Public-key encryption schemes with auxiliary inputs,2010
221,Yevgeniy Dodis,Public-key encryption in the bounded-retrieval model,2010
216,Yevgeniy Dodis,Exposure-resilient functions and all-or-nothing transforms,2000
200,Yevgeniy Dodis,Public key trace and revoke scheme secure against adaptive chosen ciphertext attack,2003
198,Yevgeniy Dodis,Correcting errors without leaking partial information,2005
188,Yevgeniy Dodis,"Randomness extraction and key derivation using the CBC, cascade and HMAC modes",2004
187,Yevgeniy Dodis,Practical leakage-resilient identity-based encryption from simple assumptions,2010
185,Yevgeniy Dodis,Improved testing algorithms for monotonicity,1999
180,Yevgeniy Dodis,Efficient public-key cryptography in the presence of key leakage,2010
179,Yevgeniy Dodis,Chosen-ciphertext security of multiple encryption,2005
175,Yevgeniy Dodis,ID-based encryption for complex hierarchies with applications to forward security and broadcast encryption,2004
167,Yevgeniy Dodis,Breaking and repairing optimistic fair exchange from PODC 2003,2003
160,Yevgeniy Dodis,A cryptographic solution to a game theoretic problem,2000
148,Yevgeniy Dodis,Design networks with bounded pairwise distance,1999
138,Yevgeniy Dodis,Non-malleable extractors and symmetric key cryptography from weak secrets,2009
136,Yevgeniy Dodis,Non-malleable codes from additive combinatorics,2014
127,Yevgeniy Dodis,Security analysis of pseudo-random number generators with input: /dev/random is not robust,2013
113,Yevgeniy Dodis,Efficient construction of (distributed) verifiable random functions,2003
112,Yevgeniy Dodis,"Leftover hash lemma, revisited",2011
110,Yevgeniy Dodis,Salvaging Merkle-Damgård for practical applications,2009
107,Yevgeniy Dodis,Intrusion-resilient public-key encryption,2003
106,Yevgeniy Dodis,Entropic security and the encryption of high entropy messages,2005
104,Yevgeniy Dodis,On the generic insecurity of the full domain hash,2005
101,Yevgeniy Dodis,On the (im) possibility of cryptography with imperfect randomness,2004
101,Yevgeniy Dodis,On perfect and adaptive security in exposure-resilient cryptography,2001
98,Yevgeniy Dodis,Leakage-resilient pseudorandom functions and side-channel attacks on feistel networks,2010
98,Yevgeniy Dodis,The MD6 hash function–a proposal to NIST for SHA-3,2008
97,Yevgeniy Dodis,"Message authentication, revisited",2012
83,Yevgeniy Dodis,Non-malleable reductions and applications,2015
83,Yevgeniy Dodis,Optimistic Fair Exchange in a Multi-user Setting.,2008
81,Yevgeniy Dodis,Secure session key generation,2013
77,Yevgeniy Dodis,Overcoming weak expectations,2013
77,Yevgeniy Dodis,Storing secrets on continually leaky devices,2011
77,Yevgeniy Dodis,Intrusion-resilient key exchange in the bounded retrieval model,2007
76,Yevgeniy Dodis,On the (non) universality of the one-time pad,2002
75,Yevgeniy Dodis,Improved randomness extraction from two independent sources,2004
73,Yevgeniy Dodis,Fuzzy extractors,2007
72,Yevgeniy Dodis,Composability and on-line deniability of authentication,2009
72,Yevgeniy Dodis,Scalable public-key tracing and revoking,2005
71,Yevgeniy Dodis,Multiparty quantum coin flipping,2004
71,Yevgeniy Dodis,Parallel reducibility for information-theoretically secure computation,2000
70,Yevgeniy Dodis,Spooky encryption and its applications,2016
68,Yevgeniy Dodis,A formal treatment of backdoored pseudorandom generators,2015
68,Yevgeniy Dodis,Versatile padding schemes for joint signature and encryption,2004
66,Yevgeniy Dodis,On the indifferentiability of key-alternating ciphers,2013
66,Yevgeniy Dodis,A generic construction for intrusion-resilient public-key encryption,2004
65,Yevgeniy Dodis,Cryptography and game theory,2007
62,Yevgeniy Dodis,Proactive Two-Party Signatures for User Authentication.,2003
62,Yevgeniy Dodis,Exposure-resilient cryptography,2000
61,Yevgeniy Dodis,Survey: Leakage resilience and the bounded retrieval model,2009
59,Yevgeniy Dodis,Privacy amplification and nonmalleable extractors via character sums,2014
58,Yevgeniy Dodis,Lower bounds for oblivious transfer reductions,1999
57,Yevgeniy Dodis,To Hash or Not to Hash Again? (In)Differentiability Results for  and HMAC,2012
57,Yevgeniy Dodis,Changing base without losing space,2010
57,Yevgeniy Dodis,"Indifferentiability of permutation-based compression functions and tree-based modes of operation, with applications to MD6",2009
52,Yevgeniy Dodis,On the power of claw-free permutations,2002
51,Yevgeniy Dodis,Message transmission with reverse firewalls—secure communication on corrupted machines,2016
49,Yevgeniy Dodis,"Bottleneck links, variable demand, and the tragedy of the commons",2012
49,Yevgeniy Dodis,Concealment and its applications to authenticated encryption,2003
47,Yevgeniy Dodis,"Non-malleable encryption: simpler, shorter, stronger",2016
47,Yevgeniy Dodis,Mercurial commitments: Minimal assumptions and efficient constructions,2006
45,Yevgeniy Dodis,"Randomness condensers for efficiently samplable, seed-dependent sources",2012
44,Yevgeniy Dodis,A domain extender for the ideal cipher,2010
43,Yevgeniy Dodis,On extracting private randomness over a public channel,2003
42,Yevgeniy Dodis,A new mode of operation for block ciphers and length-preserving MACs,2008
41,Yevgeniy Dodis,"The double ratchet: Security notions, proofs, and modularization for the signal protocol",2019
38,Yevgeniy Dodis,On continual leakage of discrete log representations,2013
38,Yevgeniy Dodis,Does privacy require true randomness?,2007
37,Yevgeniy Dodis,How to eat your entropy and have it too: Optimal recovery strategies for compromised RNGs,2017
37,Yevgeniy Dodis,Key derivation without entropy waste,2014
34,Yevgeniy Dodis,"Fixing cracks in the concrete: Random oracles with auxiliary input, revisited",2017
34,Yevgeniy Dodis,On the instantiability of hash-and-sign RSA signatures,2012
34,Yevgeniy Dodis,Domain extension for MACs beyond the birthday barrier,2011
34,Yevgeniy Dodis,New privacy-preserving architectures for identity-/attribute-based encryption,2010
34,Yevgeniy Dodis,Message authentication codes from unpredictable block ciphers,2009
34,Yevgeniy Dodis,"Feistel networks made public, and applications",2007
34,Yevgeniy Dodis,On the relation between the ideal cipher and the random oracle models,2006
33,Yevgeniy Dodis,Efficient constructions of composable commitments and zero-knowledge proofs,2008
33,Yevgeniy Dodis,Universal configurations in light-flipping games,2001
29,Yevgeniy Dodis,Exposure-resilience for free: the hierarchical ID-based encryption case,2002
28,Yevgeniy Dodis,Random oracles and non-uniformity,2018
27,Yevgeniy Dodis,Security Amplification for Interactive Cryptographic Primitives,2009
26,Yevgeniy Dodis,"Shannon impossibility, revisited",2012
25,Yevgeniy Dodis,Differential privacy with imperfect randomness,2012
25,Yevgeniy Dodis,"Public Key Cryptography-PKC 2006: 9th International Conference on Theory and Practice in Public-Key Cryptography, New York, NY, USA, April 24-26, 2006. Proceedings",2006
24,Yevgeniy Dodis,New imperfect random source with applications to coin-flipping,2001
23,Yevgeniy Dodis,A new distribution-sensitive secure sketch and popularity-proportional hashing,2017
23,Yevgeniy Dodis,Time capsule signature,2005
22,Yevgeniy Dodis,Indifferentiability of confusion-diffusion networks,2016
19,Yevgeniy Dodis,Getting the best out of existing hash functions; or what if we are stuck with SHA?,2008
17,Yevgeniy Dodis,Key-insulated symmetric key cryptography and mitigating attacks against cryptographic cloud software,2012
16,Yevgeniy Dodis,Fast message franking: From invisible salamanders to encryptment,2018
16,Yevgeniy Dodis,"TCC 2015, Part II. LNCS, vol. 9015",2015
16,Yevgeniy Dodis,"On extractors, error-correction and hiding all partial information",2005
15,Yevgeniy Dodis,Privacy with imperfect randomness,2015
15,Yevgeniy Dodis,Threshold and proactive pseudo-random permutations,2006
15,Yevgeniy Dodis,The 2-Catalog Segmentation Problem.,1999
14,Yevgeniy Dodis,Space-time tradeoffs for graph properties,1999
13,Yevgeniy Dodis,"Non-uniform bounds in the random-permutation, ideal-cipher, and generic-group models",2018
13,Yevgeniy Dodis,Provable security of (tweakable) block ciphers based on substitution-permutation networks,2018
13,Yevgeniy Dodis,Improving the security of MACs via randomized message preprocessing,2007
12,Yevgeniy Dodis,Interactive encryption and message authentication,2014
12,Yevgeniy Dodis,Amplifying privacy in privacy amplification,2014
12,Yevgeniy Dodis,Signcryption (short survey),2005
11,Yevgeniy Dodis,Reusable non-interactive secure computation,2019
10,Yevgeniy Dodis,Security analysis and improvements for the IETF MLS standard for group messaging,2020
10,Yevgeniy Dodis,Counterexamples to hardness amplification beyond negligible,2012
10,Yevgeniy Dodis,A new design criteria for hash-functions,2005
9,Yevgeniy Dodis,Separating sources for encryption and secret sharing,2006
8,Yevgeniy Dodis,Method and system for enhancing cryptographic capabilities of a wireless device using broadcasted random noise,2012
4,Yevgeniy Dodis,"Seedless fruit is the sweetest: Random number generation, revisited",2019
4,Yevgeniy Dodis,Interactive coding for interactive proofs,2016
3,Yevgeniy Dodis,Randomness in Cryptography,2013
3,Yevgeniy Dodis,On the impossibility of extracting classical randomness using a quantum computer,2006
3,Yevgeniy Dodis,Fuzzy Extractors: How to generate strong keys from biometric identification,1998
2,Yevgeniy Dodis,Extracting randomness from extractor-dependent sources,2020
2,Yevgeniy Dodis,Unilaterally-Authenticated Key Exchange,2017
2,Yevgeniy Dodis,The cost of cryptography,2013
2,Yevgeniy Dodis,Key-Insulated Signature Schemes,2002
2,Yevgeniy Dodis,Incremental codes,2001
2,Yevgeniy Dodis,GM-Security and Semantic Security Revisited,1999
1,Yevgeniy Dodis,On the price of concurrency in group ratcheting protocols,2020
1,Yevgeniy Dodis,End-to-end double-ratchet encryption with epoch key exchange,2019
1,Yevgeniy Dodis,Basing cryptography on biometrics and other noisy data,2017
1,Yevgeniy Dodis,Fault-tolerant leader election and collective coin-flipping in the full information model,2006
1,Yevgeniy Dodis,Zero-Knowledge Proofs,
1188,Yong Liu,A measurement study of a large-scale P2P IPTV system,2007
542,Yong Liu,A survey on peer-to-peer video streaming systems,2008
444,Yong Liu,Stochastic fluid theory for P2P streaming systems,2007
438,Yong Liu,A survey of collaborative filtering based social recommender systems,2014
406,Yong Liu,Circle-based recommendation in online social networks,2012
315,Yong Liu,Towards Agile and Smooth Video Adaption in Dynamic HTTP Streaming,
257,Yong Liu,Insights into pplive: A measurement study of a large-scale p2p iptv system,2006
252,Yong Liu,IPTV over P2P streaming networks: the mesh-pull approach,2008
239,Yong Liu,Inferring network-wide quality in P2P live streaming systems,2007
225,Yong Liu,Bayesian-inference-based recommendation in online social networks,2012
214,Yong Liu,Fluid models and solutions for large-scale IP networks,2003
199,Yong Liu,Queuing network models for multi-channel P2P live streaming systems,2009
170,Yong Liu,"Video telephony for end-consumers: measurement study of Google+, iChat, and Skype",2012
156,Yong Liu,On top-k recommendation using social networks,2012
150,Yong Liu,On the minimum delay peer-to-peer video streaming: how realtime can it be?,2007
148,Yong Liu,On the interaction between overlay routing and underlay routing,2005
133,Yong Liu,View-upload decoupling: A redesign of multi-channel P2P video systems,2009
121,Yong Liu,"Self-similarity and long range dependence on the internet: a second look at the evidence, origins and implications",2005
112,Yong Liu,Is random scheduling sufficient in P2P video streaming?,2008
112,Yong Liu,On optimal routing with multiple traffic matrices,2005
106,Yong Liu,Unresponsive flows and AQM performance,2003
100,Yong Liu,Profiling skype video calls: Rate control and video quality,2012
97,Yong Liu,On the tails of web file size distributions,2001
93,Yong Liu,Scalable video multicast in hybrid 3G/ad-hoc networks,2011
92,Yong Liu,AQCS: adaptive queue-based chunk scheduling for P2P live streaming,2008
90,Yong Liu,On integrating fluid models with packet simulation,2004
86,Yong Liu,DDoS attack detection under SDN context,2016
72,Yong Liu,Scalable fluid models and simulations for large-scale IP networks,2004
68,Yong Liu,Performance evaluation of TCP implementations in OBS networks,2003
67,Yong Liu,P2P trading in social networks: The value of staying connected,2010
64,Yong Liu,"Peer-to-peer streaming of layered video: Efficiency, fairness and incentive",2011
63,Yong Liu,Measurement and modeling of video watching time in a large-scale internet video-on-demand system,2013
63,Yong Liu,On the interaction between overlay routing and traffic engineering,2005
58,Yong Liu,Exploring miner evolution in bitcoin network,2015
58,Yong Liu,Modeling and analysis of multichannel P2P live video systems,2010
52,Yong Liu,Insight into PPLive: A measurement study of a large-scale P2P IPTV system,2006
51,Yong Liu,Incentivized peer-assisted streaming for on-demand services,2010
49,Yong Liu,“Can you SEE me now?” A measurement study of mobile video calls,2014
48,Yong Liu,Dielectric leaky wave antenna having mono-layer structure,2003
45,Yong Liu,Application level relay for high-bandwidth data transport,2004
44,Yong Liu,Performance of DASH and WebRTC video services for mobile users,2013
44,Yong Liu,Perturbation analysis for stochastic fluid queueing systems,2002
43,Yong Liu,Investigating the scheduling sensitivity of P2P video streaming: an experimental study,2009
42,Yong Liu,Optimal bandwidth sharing in multiswarm multiparty p2p video-conferencing systems,2011
40,Yong Liu,Modeling and analysis of Skype video calls: Rate control and video quality,2013
40,Yong Liu,An information-theoretic approach to network monitoring and measurement,2005
39,Yong Liu,On the impact of concurrent downloads,2001
38,Yong Liu,On the TCP-friendliness of VoIP traffic,2006
37,Yong Liu,Topology mapping and geolocating for China's Internet,2012
35,Yong Liu,On adaptive HTTP streaming to mobile devices,2013
35,Yong Liu,China's internet: Topology mapping and geolocating,2012
34,Yong Liu,Multi-path multi-tier 360-degree video streaming in 5G networks,2018
34,Yong Liu,Delay bounds of chunk-based peer-to-peer video streaming,2009
33,Yong Liu,Method and system for providing recommendations in a social network,2013
32,Yong Liu,Collaborative filtering-based recommendation of online social voting,2017
32,Yong Liu,ipass: Incentivized peer-assisted system for asynchronous streaming,2009
31,Yong Liu,Prioritized buffer control in two-tier 360 video streaming,2017
29,Yong Liu,A distributed algorithm for joint sensing and routing in wireless networks with non-steerable directional antennas,2006
28,Yong Liu,View direction and bandwidth adaptive 360 degree video streaming using a two-tier system,2017
28,Yong Liu,On fluid queueing systems with strict priority,2003
24,Yong Liu,Enabling P2P one-view multiparty video conferencing,2013
23,Yong Liu,I know where you are: thwarting privacy protection in location-based social discovery services,2015
22,Yong Liu,A two-tier system for on-demand streaming of 360 degree video over dynamic networks,2019
21,Yong Liu,Mesh-based peer-to-peer layered video streaming with taxation,2010
21,Yong Liu,On the capacity of hybrid wireless networks with opportunistic routing,2009
20,Yong Liu,Playing high-end video games in the cloud: A measurement study,2014
20,Yong Liu,Social interaction based video recommendation: Recommending youtube videos to facebook users,2014
19,Yong Liu,Very long term field of view prediction for 360-degree video streaming,2019
19,Yong Liu,Mechanism design for dynamic P2P streaming,2013
19,Yong Liu,Hierarchically clustered p2p streaming system,2007
18,Yong Liu,Peer-to-peer voice over internet protocol,2012
18,Yong Liu,Redesigning multi-channel P2P live video systems with View-Upload Decoupling,2010
18,Yong Liu,Detecting and blocking P2P botnets through contact tracing chains,2010
18,Yong Liu,Topology optimization in multi-tree based P2P streaming system,2009
17,Yong Liu,Identifying SDN state inconsistency in OpenStack,2015
17,Yong Liu,Opportunistic overlay multicast in wireless networks,2010
17,Yong Liu,dHCPS: decentralized hierarchically clustered p2p video streaming,2008
16,Yong Liu,SV-BCMCS: Scalable video multicast in hybrid 3G/ad-hoc networks,2009
16,Yong Liu,An information theoretic approach to network trace compression,2005
16,Yong Liu,Analysis of an AIMD based collision avoidance protocol in wireless data networks,2003
15,Yong Liu,On achieving short channel switching delay and playback lag in IP-based TV systems,2015
14,Yong Liu,Optimal Routing with Multiple Traffic Matrices Tradeoff between Average andWorst Case Performance,2005
12,Yong Liu,Dealing with user heterogeneity in P2P multi-party video conferencing: Layered distribution versus partitioned simulcast,2015
12,Yong Liu,Reducing or minimizing delays in peer-to-peer communications such as peer-to-peer video streaming,2011
11,Yong Liu,Estimating heights from photo collections: A data-driven approach,2014
11,Yong Liu,On distribution of user movie watching time in a large-scale video streaming system,2014
11,Yong Liu,Method and apparatus for scalable content multicast over a hybrid network,2012
11,Yong Liu,Multi-head hierarchically clustered peer-to-peer live streaming system,2011
11,Yong Liu,View-upload decoupled peer-to-peer video distribution systems and methods,2011
11,Yong Liu,Vivud: Virtual server cluster based view-upload decoupling for multi-channel p2p video streaming systems,2010
11,Yong Liu,Two-level stochastic fluid tandem queuing model for burst impact analysis,2007
10,Yong Liu,Design and evaluation of a wifi-direct based lte cooperative video streaming system,2016
10,Yong Liu,Event participation recommendation in event-based social networks,2016
10,Yong Liu,Peer-Assisted Distribution of User Generated Content,
9,Yong Liu,Livejack: Integrating cdns and edge clouds for live content broadcasting,2017
9,Yong Liu,Follow me: Personalized IPTV channel switching guide,2017
9,Yong Liu,Decentralized hierarchically clustered peer-to-peer live streaming system,2011
9,Yong Liu,Coolstreaming: a data-driven overlay network for efficient live media streaming,2005
8,Yong Liu,Realtime mobile bandwidth prediction using lstm neural network,2019
8,Yong Liu,Recommendation in a changing world: Exploiting temporal dynamics in ratings and reviews,2017
8,Yong Liu,Optimal resource allocation in multi-source multi-swarm P2P video conferencing swarms,2011
8,Yong Liu,Impact of arrival burstiness on queue length: An infinitesimal perturbation analysis,2009
8,Yong Liu,Performance evaluations of TCP traffic transmitted over OBS networks,2003
7,Yong Liu,Enabling broadcast of user-generated live video without servers,2012
6,Yong Liu,WiLiTV: Reducing live satellite TV costs using wireless relays,2018
6,Yong Liu,Determining user perceived delays in voice conferencing systems and video conferencing systems,2017
6,Yong Liu,NCOM: network coding based overlay multicast in wireless networks,2015
6,Yong Liu,On routing optimization with multiple traffic matrices,2005
5,Yong Liu,Power consumption of mobile video streaming under adverse network conditions,2013
5,Yong Liu,"Hierarchically clustered P2P video streaming: Design, implementation, and evaluation",2012
5,Yong Liu,Optimal Routing with Multiple Traffic Matricies Tradeoff Between Average Case and Worst Case Performance,2005
5,Yong Liu,Understanding the interaction between overlay routing and traffic engineering,2004
5,Yong Liu,Understanding the interaction between overlay routing and MPLS traffic engineering,2004
5,Yong Liu,"Gong W.-B.: Fluid methods for modeling large heterogeneous networks. NTIS, kwiecień 2005",
4,Yong Liu,"TCP BBR for ultra-low latency networking: challenges, analysis, and solutions",2019
4,Yong Liu,"Multipath IP Routing on End Devices: Motivation, Design, and Performance",2018
4,Yong Liu,"Perceptual quality maximization for video calls with packet losses by optimizing FEC, frame rate, and quantization",2017
4,Yong Liu,SDN state inconsistency verification in openstack,2016
4,Yong Liu,Dealing with user heterogeneity in P2P multiparty video conferencing: Layered coding versus receiver partitioning,2014
4,Yong Liu,Capacity analysis of peer-to-peer adaptive streaming,2013
4,Yong Liu,On the interaction between overlay routing and mpls traffic engineering,2004
3,Yong Liu,Queue-based adaptive chunk scheduling for peer-to-peer live streaming,2018
3,Yong Liu,Delay bounds of peer-to-peer video streaming,2009
2,Yong Liu,Field-of-view prediction in 360-degree videos with attention-based neural encoder-decoder networks,2019
2,Yong Liu,On group popularity prediction in event-based social networks,2019
2,Yong Liu,WiLiTV: A low-cost wireless framework for live TV services,2017
2,Yong Liu,Thwarting privacy protection on location-based social discovery services,2015
2,Yong Liu,Exploring the gain of opportunistic routing in wireless multicast,2014
2,Yong Liu,Measurement and modeling of video watching time for internet streaming systems,2012
2,Yong Liu,Optimal Cross-layer scheduling for multicast in multi-channel wireless networks,2009
2,Yong Liu,Client-controlled slow TCP and denial of service,2004
1,Yong Liu,Supplementary file of the TPDS manuscript,2016
1,Yong Liu,Threshold bipolar scheduling for P2P live streaming,2014
1,Yong Liu,A two-level approach for subtitle alignment,2014
1,Yong Liu,"Fluid Methods for Modeling Large, Heterogeneous Networks",2005
1,Yong Liu,Challenges to congestion control posed by concurrent downloads,2002
1,Yong Liu,RESEARCH ACCOMPLISHMENTS.,1963
1,Yong Liu,Identifying State Inconsistency in OpenStack,
100,Anasse Bari,Towards an artificial intelligence framework for data-driven prediction of coronavirus clinical severity,2020
44,Anasse Bari,Predictive analytics for dummies,2016
16,Anasse Bari,Flock by leader: a novel machine learning biologically inspired clustering algorithm,2012
10,Anasse Bari,A Flocking Based Data Mining Algorithm for Detecting Outliers in Cancer Gene Expression Microarray Data,2012
10,Anasse Bari,SFLOSCAN: A biologically-inspired data mining framework for community identification in dynamic social networks,2011
9,Anasse Bari,Computer science: Hacking into the cyberworld,2014
5,Anasse Bari,Towards an artificial intelligence framework for data-driven prediction of coronavirus clinical severity. Comput Mater Continua (CMC) 2020; 63 (1): 537-551,2020
5,Anasse Bari,Emotion artificial intelligence derived from ensemble learning,2018
5,Anasse Bari,"Advances in Swarm Intelligence: 7th International Conference, ICSI 2016, Bali, Indonesia, June 25-30, 2016, Proceedings",2016
3,Anasse Bari,Predicting financial markets using the wisdom of crowds,2019
2,Anasse Bari,"Anasse Bari, Junzhang Wang, Xinyue Jiang, Jichan Shi, Jianyi Dai, Jing Cai, Tianxiao Zhang, Zhengxing Wu, et al",2020
2,Anasse Bari,Gkb: A predictive analytics framework to generate online product recommendations,2019
1,Anasse Bari,"Machine Learning, Optimization, and Data Science: 5th International Conference, LOD 2019, Siena, Italy, September 10–13, 2019, Proceedings",2020
1,Anasse Bari,Restaurant Health Inspections and Crime Statistics Predict the Real Estate Market in New York City,2019
1,Anasse Bari,Predictive Analytics,2007
225,Megan Coffee,"Dynamically modeling SARS and other newly emerging respiratory illnesses: past, present, and future",2005
197,Megan Coffee,Modelling the impact of migration on the HIV epidemic in South Africa,2007
140,Megan Coffee,Patterns of movement and risk of HIV infection in rural Zimbabwe,2005
